date,title,p_pos,p_neg,classification
20140106,Samsung Unveils Tablet Offerings For Businesses With PRO Series At CES,0.675897394459997,0.32410260554000153,pos
20140106,Samsung Forecasts Decline in Operating Profit,0.9466019417475714,0.053398058252427084,pos
20140106,AAP Unmoved by India Inc.'s Support,0.7075140449438188,0.29248595505618047,pos
20140107,Shark Tank Darling Breathometer Vows to Meet Huge Demand,0.7144129209109559,0.28558707908904263,pos
20140107,Apple's 2013 App Store Sales Top $10 Billion,0.9037886280319394,0.09621137196806065,pos
20140107,Wearable Computers Worn By a Co-Worker Near You Eventually,0.8434803086671518,0.15651969133284832,pos
20140107,Smartphone Robots Could Be About to Invade Our Homes,0.8580782802277679,0.14192171977223184,pos
20140107,How Companies Face Up to Human Trafficking Risk,0.47541042474770556,0.5245895752522937,neg
20140107,Apple Opens Store on Alibaba's Tmall,0.6950323829872476,0.30496761701275266,pos
20140107,Apple Wants E-Book Monitor Removed,0.9183290835458231,0.08167091645417711,pos
20140107,How Companies Face Up to Human Trafficking Risk in Supply Webs,0.498133525127314,0.5018664748726861,neg
20140107,Toshiba Says 4K Isn't Just For TVs,0.2416045799315892,0.7583954200684101,neg
20140107,Samsung Unveils Next Wave of Products After Earnings Hit,0.675385289310332,0.3246147106896681,pos
20140107,Amazon's Current Employees Raise the Bar for New Hires,0.5794271347487946,0.42057286525120763,pos
20140107,Sales of Online Movies Jumps; DVDs Continue to Decline,0.9868405013142368,0.013159498685764397,pos
20140108,Vague Penney Shakes Up Investors,0.7780487804878041,0.22195121951219549,pos
20140108,Timing of Apple Earnings Has Options Traders Scrambling,0.9479373689901589,0.05206263100984057,pos
20140108,NSA Fears Cause Some Companies to Move Data Out of US,0.550466094021752,0.44953390597824866,pos
20140108,Ahead of China Mobile's iPhone launch smaller carriers are cutting prices to compete,0.9880565920399796,0.01194340796001844,pos
20140108,Goldman Sachs Shake-Up Raises Profile of Chief Information Officer,0.6690497170813904,0.330950282918607,pos
20140108,The Morning Risk Report: How To Avoid Caning By Activists,0.9249390308346451,0.07506096916535453,pos
20140108,Online Privacy Could Spark U.S.-EU Trade Rift,0.9878605243753132,0.012139475624683456,pos
20140108,French Watchdog Fines Google Over User Data,0.6942179395528483,0.30578206044715245,pos
20140108,Sharp President Trying To Change Inward-Looking Corp Culture,0.9122984918541156,0.08770150814588308,pos
20140108,New Barnes CEO Must Tackle Nook,0.8373961969235478,0.16260380307645053,pos
20140109,The Morning Ledger: Pension-Accounting Change Could Lift Earnings,0.9239335059091314,0.07606649409086873,pos
20140109,Apple Devices Flow Into Corporate World,0.7565428668428754,0.2434571331571241,pos
20140109,Apple Samsung Plan Patent Settlement Talks,0.8276048421962815,0.17239515780371753,pos
20140109,Banks Cut as Mortgage Boom Ends,0.2479476714155973,0.7520523285844014,neg
20140109,Saudi's Prince Alwaleed Reinstates Banned TV Anchor,0.831250000000001,0.16875000000000023,pos
20140109,Why Microsoft Hasn't Yet Chosen a New CEO,0.7594313803150078,0.24056861968499252,pos
20140109,The Morning Download: NSA Spying Eroding Trust in U.S. Cloud,0.7027120417547648,0.29728795824523563,pos
20140109,Barnes & Noble's Digital-Content Sales Fell 27% Over Holidays,0.3248255088296448,0.6751744911703575,neg
20140109,IBM Set to Expand Watson's Reach,0.7595781496750392,0.24042185032496174,pos
20140110,U.S. Appeals Court Backs Apple in Patent Case,0.8738447319778175,0.12615526802218172,pos
20140110,Nasdaq Halts Options Trading on One Exchange,0.5508973080757722,0.4491026919242269,pos
20140110,Barnes & Noble Executive Leaves to Join Wal-Mart Unit,0.4306152063755828,0.5693847936244154,neg
20140110,The Morning Download: NSA Choking on Data,0.5540180451190811,0.4459819548809184,pos
20140111,Naughty America in Ultra-High-Definition,0.6721854304635765,0.32781456953642407,pos
20140112,Chinese Startup Hopes to Capture Apple's Magic,0.9469795695536746,0.05302043044632366,pos
20140113,Roche Names New Chief Medical Officer,0.17358815331428598,0.8264118466857141,neg
20140113,Are You Vain Enough to Get Ahead?,0.3641521713318077,0.6358478286681923,neg
20140113,After Its Gold Debacle SNB Has More Luck With U.S. Equities,0.37972022612113077,0.6202797738788697,neg
20140113,Judge Criticizes Apple's Handling of Court-Appointed Lawyer,0.6096842413703035,0.3903157586296961,pos
20140113,What Secrets Your Phone Is Sharing About You,0.6403111295727122,0.35968887042728853,pos
20140113,Google To Buy Nest Labs for $3.2 Billion: 'Fantastic' Return for Investors,0.6576076504334113,0.34239234956658804,pos
20140113,The Morning Download: New Contractors to Oversee HealthCare.gov,0.49676863181246583,0.5032313681875338,neg
20140113,Corporate Watch,0.596774193548387,0.40322580645161266,pos
20140113,Google To Buy Nest Labs for $3.2 Billion,0.645736760414627,0.3542632395853735,pos
20140113,Google's Latest Deal: $3.2 Billion For Nest,0.36421394272327295,0.6357860572767279,neg
20140113,Elliott's Cold Welcome for Juniper Chief,0.7718481974720234,0.2281518025279761,pos
20140113,"Israel's Serendip Plan Marketing Push for ""Personal Radio""",0.8210248888767493,0.1789751111232519,pos
20140114,The Morning Ledger: Firms Face Tougher Audits,0.41320468441504277,0.5867953155849571,neg
20140114,The Morning Download: Google's Nest-Building May Alarm Privacy Hawks,0.9862857360883494,0.013714263911652196,pos
20140114,A Weekly Gamble for Options Traders,0.8762709559032449,0.12372904409675523,pos
20140114,The Morning Risk Report: What Bridgegate Says About Email Use,0.9464089220315741,0.05359107796842502,pos
20140115,Apple CEO Signals Company Plans to Broaden Alliance with China Mobile,0.9576870477119704,0.042312952288031336,pos
20140115,Apple Settles Complaint Over Kids' Mobile App Charges,0.9406322580878101,0.05936774191218935,pos
20140115,Seahawks-49ers: The NFL's Nerd Bowl,0.45205491830931543,0.5479450816906842,neg
20140115,Apple Settles FTC Complaint Over App Charges,0.8573722605951398,0.14262773940485934,pos
20140115,Speed Testing the New China Mobile iPhones,0.6400026510181432,0.35999734898185654,pos
20140115,Hewlett-Packard Is Back in the Cutthroat Smartphone Market,0.7374798277988851,0.2625201722011155,pos
20140115,Google Appeals Against French Fine,0.7426896838425944,0.25731031615740446,pos
20140115,The Morning Download: CIOs Downgrade Cybersecurity,0.7206737884560878,0.27932621154391113,pos
20140115,Taking a Moral Stand in the Investing World,0.8631970804287031,0.13680291957129614,pos
20140115,Companies Power Up a Chilly Bond Market,0.9481671403434687,0.05183285965653107,pos
20140115,Morning MoneyBeat: Will Someone Please Pump Up the Volume?,0.04693677833645509,0.9530632216635452,neg
20140115,Review: Boards That Lead,0.7943889576526293,0.20561104234737046,pos
20140115,The Morning Ledger: Production Boost Carries Risks for Auto Makers,0.904156852428178,0.09584314757182207,pos
20140116,It's in the 'Public Interest' to Monitor Apple's Antitrust Reforms Judge Says,0.8229753102359584,0.17702468976403968,pos
20140116,Judge Denies Apple's Request to Remove Monitor,0.9862520385091947,0.013747961490804888,pos
20140116,TSMC Expects Revenue Rebound,0.8203124999999993,0.17968749999999947,pos
20140116,The Morning Download: Health Exchanges Hire CIOs,0.35321786649647513,0.646782133503523,neg
20140116,NTT DoCoMo Deals Samsung a Setback,0.6958762886597938,0.3041237113402062,pos
20140116,EU Digital Chief Says Priority Is Pushing Bloc's Tech Changes,0.2274946949043704,0.772505305095631,neg
20140116,Train Reading: A Blue Blue Christmas,0.6255103012866424,0.3744896987133573,pos
20140116,The Rise of China's Innovation Machine,0.5055915268934659,0.4944084731065347,pos
20140117,Nu Skin Faces New Pressure in China,0.6134564092153562,0.38654359078464495,pos
20140117,China goes native for new mobile operating system,0.955212916501731,0.04478708349826935,pos
20140117,Will China Produce Global Tech Brands?,0.8033187865250679,0.19668121347493184,pos
20140117,China Mobile iPhone Packages Not Cheap,0.8421535541025091,0.1578464458974898,pos
20140117,The Morning Download: IBM Makes Huge Bet on the Cloud,0.66866102464365,0.33133897535634965,pos
20140120,Nintendo's Woes Don't Mean Game Over For Its Consoles,0.11113674467328746,0.888863255326713,neg
20140120,Spotify Offers More Service Amid New Competition,0.8322259416483622,0.16777405835163825,pos
20140120,Apple E-Books Case Shines Light on Compliance Monitors,0.8875364705681897,0.1124635294318101,pos
20140120,Samsung to Face More Headwinds,0.5162543734123913,0.48374562658760856,pos
20140120,Showdown for Pandora,0.17650665275241326,0.8234933472475874,neg
20140121,FCC to Hold Major Auction of Wireless Airwaves,0.9104651162790703,0.08953488372093042,pos
20140121,The Morning Risk Report: EU Sanctions Easing Opens Iran Oil Trade,0.7427198600109302,0.2572801399890674,pos
20140121,The Morning Download: IBM SAP Strategies Reflect Cloud's Economic Storm,0.48929116047000937,0.510708839529992,neg
20140122,Icahn's Apple Position Tops $3 Billion,0.6155092445517497,0.3844907554482497,pos
20140122,U.S. Court Backs Apple in Patent Case,0.8060528559249783,0.19394714407502114,pos
20140122,Startup Behind Flipagram Seeks Investment at $300 Million Valuation,0.9424462412025314,0.05755375879746676,pos
20140122,Icahn's Busy Wednesday: First Apple; Next eBay,0.7272193865133699,0.2727806134866319,pos
20140122,Icahn Buys More Apple Stock,0.5234014311750284,0.4765985688249723,pos
20140122,Hardware Startup Zepp Labs Raises $15M to Help Athletes Improve Their Game,0.9595162737984991,0.04048372620150045,pos
20140122,Prosecutors Charge Former Foxconn Employees in Bribery Probe,0.49876288659793866,0.5012371134020617,neg
20140122,Icahn Calls for eBay to Split Up,0.279227695607163,0.7207723043928371,neg
20140122,VMware to Purchase AirWatch for $1.54 Billion,0.5998441515453818,0.40015584845461777,pos
20140122,Greenlight Capital Takes Stakes in BP Anadarko Micron,0.3612534489554591,0.6387465510445414,neg
20140122,The Daily Startup: Intercom to Help Companies Treat Customers More Personally,0.9353753221696265,0.06462467783037504,pos
20140122,VMware to Buy AirWatch for $1.54 Billion,0.6457367604146262,0.3542632395853731,pos
20140123,The Morning Risk Report: SEC Investigating Whistleblower Retaliation Claims,0.29992431145844667,0.7000756885415514,neg
20140123,Carl Icahn's Letter to Apple's Shareholders,0.6505065123010123,0.34949348769898664,pos
20140123,Icahn Buys Another $500 Million in Apple Shares Bringing Stake to $3.6 Billion,0.9463571896346611,0.053642810365340396,pos
20140123,Google-Powered Chromebooks Take Microsoft Apple to School,0.8504001328309818,0.14959986716901955,pos
20140123,Logitech swings to profit lifts guidance,0.6822033898305082,0.31779661016949134,pos
20140123,The Morning Download: Dropbox's $10 Billion Valuation Shows Pull of Consumerization,0.5256419560593214,0.4743580439406782,pos
20140123,Business Messaging Startup Intercom Nabs $23M,0.7792792792792772,0.22072072072072096,pos
20140123,Nokia Bodes Ill for Microsoft,0.36669766403808907,0.6333023359619109,neg
20140123,Qualcomm Acquires Mobile Patents From Hewlett-Packard,0.45201856148491854,0.5479814385150815,neg
20140124,Apple's 16210% Rally as Mac Turns 30,0.7197854668206438,0.2802145331793552,pos
20140124,Apple Pushes Deeper Into Mobile Payments,0.9700789118241328,0.029921088175869963,pos
20140124,SEC Asking Companies More on Overseas Taxes,0.2671743045477589,0.7328256954522404,neg
20140124,GE Capital Imitating Consumer App Ecosystem,0.25,0.749999999999999,neg
20140124,Apple iPhones to Come Out With Bigger Screens,0.5847990227916944,0.41520097720830645,pos
20140124,Justice Department Urges Court to Resume Monitoring Apple's e-Book Pricing Reform,0.9844397225015328,0.015560277498466352,pos
20140124,Samsung Profit Growth Slows Sharply,0.9419575553751584,0.0580424446248405,pos
20140124,Morning Links: Is This the Big Selloff Everyone Is Predicting?,0.8405586828914743,0.15944131710852574,pos
20140124,Wal-Mart Responds to Critical CCTV Report on Inspection Practices in China,0.8533519553072619,0.1466480446927375,pos
20140124,The Morning Download: Microsoft Soars on Cloud Devices Strategy,0.8214908971592708,0.17850910284072888,pos
20140124,The Surface and the Chromebook Offer Lessons on Innovation,0.6833350065998017,0.316664993400198,pos
20140125,Hon Hai Bets on E-Commerce 4G,0.5357142857142856,0.4642857142857146,pos
20140126,Morning MoneyBeat Asia: The 'Big Beast' Gets Dragged Down,0.1772644851243047,0.8227355148756963,neg
20140126,AHEAD OF THE TAPE: Apple Needs China Sales to Sparkle,0.7107684599773864,0.28923154002261575,pos
20140126,ESPN's Internet Rollout Tests Television Cash Cow,0.15302642528537116,0.8469735747146279,neg
20140126,Foxconn Weighs Plan for U.S. Plant,0.10897984490749535,0.8910201550925043,neg
20140126,Samsung Google Sign Long-Term Patent License Deal,0.550375278923524,0.4496247210764758,pos
20140126,Japan Trade Deficit Worst on Record,0.4675806435724024,0.5324193564275966,neg
20140127,Stocks to Watch: Caterpillar Apple Rayonier,0.8125531311986395,0.18744686880136058,pos
20140127,Apple Earnings Preview: Good News Priced In?,0.643451179622799,0.3565488203772014,pos
20140127,Apple: S&P's Unlikely Laggard,0.6047227926078028,0.3952772073921968,pos
20140127,Apple iPhone Sales Outlook Come Up Short,0.8435693990691815,0.15643060093081876,pos
20140127,5 Takeaways From Apple's First-Quarter Earnings,0.6006695522791831,0.399330447720817,pos
20140127,Apple Earns $13.1 Billion; Shares Drop,0.7697713643178404,0.23022863568215918,pos
20140127,Asian Morning Briefing: U.S. Stocks Retreat,0.749091497028116,0.25090850297188316,pos
20140127,Samsung Google Sign Patent-License Deal,0.5357754081095314,0.46422459189046833,pos
20140127,Justice Department Reaches Deal with Tech Firms on Data Requests,0.7266580383912922,0.27334196160871027,pos
20140127,Government Reaches Deal with Tech Firms on Data Requests,0.6338713147877362,0.36612868521226194,pos
20140127,Millennial Media's Co-Founder Resigns as CEO Chairman,0.856626506024098,0.1433734939759039,pos
20140127,The Morning Download: 'Evolutionary' Innovation at Microsoft Google and GE,0.648245054379345,0.35175494562065657,pos
20140127,Ericsson Samsung Reach Agreement on Global Patent Licenses,0.9273318872017354,0.0726681127982644,pos
20140127,LG Electronics's Mobile Unit Suffers Hit,0.21436562387583585,0.7856343761241623,neg
20140128,Stocks to Watch: Apple Corning Seagate,0.7222921914357672,0.27770780856423166,pos
20140128,Apple's Drop By the Numbers,0.4585723082746195,0.5414276917253794,neg
20140128,Wall Street on Apple: 'Down But Not Out',0.5181731726648845,0.4818268273351154,pos
20140128,What WSJ Canada Is Reading Tuesday,0.1276485552068445,0.8723514447931563,neg
20140128,J.C. Penney Abercrombie & Fitch: A Tale of Two Poison Pills,0.7340769715335875,0.2659230284664115,pos
20140128,J.C. Penney Lowers Threshold for Poison Pill,0.2574140316483506,0.7425859683516502,neg
20140128,Carl Icahn's Apple Buying Spree Continues,0.9148508567801993,0.08514914321980124,pos
20140128,The Morning Download: Apple Stumbles but Mobile Soars,0.8836830063466197,0.11631699365337993,pos
20140128,"Hair Color Startup Madison Reed Raises $12 million for ""Tech-Enabled Beauty""",0.970055595478677,0.029944404521324398,pos
20140128,An Activist Investor Top 10: Carl Icahn Takes the Crown,0.2478282846835422,0.7521717153164583,neg
20140128,In China the Coolpad Is Hotter Than Apple's iPhone,0.32045406476503624,0.6795459352349636,neg
20140128,Apple Shares Hit Three-Month Lows,0.8022926022216981,0.1977073977783031,pos
20140128,Morning Links: Apple Can't Win,0.8099162307264768,0.19008376927352233,pos
20140128,Companies Adopt Bitter Medicine to Deter Activists,0.9928945400149576,0.0071054599850411595,pos
20140129,Investors Shed Dividend-Paying Stock Funds,0.6157894736842118,0.38421052631578934,pos
20140129,Motorola Deal to Give Lenovo a 'Shortcut' Into U.S. Market,0.6198454544198215,0.380154545580178,pos
20140129,The Morning Download: Hardware Joins the Software Revolution,0.8054734950651697,0.1945265049348297,pos
20140129,Tim Hortons PC Brands Hold Sway with Canadians,0.7958880259010422,0.20411197409895776,pos
20140129,Amazon to Offer Kindle Checkout System to Physical Retailers,0.3650217859679096,0.6349782140320903,neg
20140129,Qualcomm Posts Higher Revenue,0.9068181818181822,0.0931818181818184,pos
20140130,Lenovo-Google Deal Adds to Samsung's Smartphone Worries,0.39763167520117076,0.6023683247988292,neg
20140130,Indiegogo Raises $40M in Largest VC Investment Yet for Crowdfunding Startup,0.8144981879392634,0.18550181206073874,pos
20140130,Verizon Sells $500 Million in Debt,0.8410071942446037,0.15899280575539584,pos
20140130,Telenav Acquires Mapping Startup Skobbler for $24 Million,0.52446953696182,0.47553046303817936,pos
20140130,The Morning Risk Report: Reputational Crisis China Style,0.8264137898902475,0.17358621010975125,pos
20140130,California Case Over Teacher Quality Puts Union on Defensive,0.954446942631683,0.04555305736831819,pos
20140130,The Morning Download: Google Facebook Underscore Rise of Mobile,0.8829070540250047,0.1170929459749946,pos
20140130,The Morning Ledger: Pension Funding Upswing Spurs Strategic Rethink,0.6836856581815959,0.31631434181840223,pos
20140130,Google Sells Motorola Handset Business to Lenovo,0.4989512323020454,0.501048767697955,neg
20140130,How Google's Costly Motorola Maneuver May Pay Off,0.7629294829171348,0.2370705170828649,pos
20140130,How Lenovo Built a Chinese Tech Giant,0.6817121244609278,0.3182878755390724,pos
20140131,The 10-Point: Gerard Baker on Youth Sports Lenovo Easing Lending Standards and More,0.35427194509678,0.6457280549032206,neg
20140131,Judge Shows Compassion Toward Law Firm for Apple Leak,0.9176727015156128,0.08232729848438576,pos
20140131,Google DeepMind Deal Hastens Computers That Think Like People,0.8200783486246526,0.1799216513753468,pos
20140131,South Korea's Smartphone Users Flex Global Muscles,0.15175359712230133,0.8482464028776991,neg
20140131,South Koreans Flex Smartphone Muscles,0.22968558595345023,0.7703144140465501,neg
20140131,The Morning Download: Microsoft CEO Search Nearing End,0.7669401259602188,0.23305987403978207,pos
20140202,With Tizen Samsung Bets on Cash Clout,0.12877584621077362,0.8712241537892267,neg
20140202,Microsoft's CEO Pick: a Safe Choice With Edge,0.9082102297701475,0.0917897702298545,pos
20140202,Stock Investors Brace for a Bumpy Ride,0.2946032499151744,0.705396750084826,neg
20140202,Minskoff Built Astor Place Tower Despite Skeptics; Now Tenants Lining Up,0.947095903959292,0.05290409604071047,pos
20140202,Samsung Challenge to Apple and Google Stumbles,0.6474150466860565,0.35258495331394446,pos
20140203,Apple Quietly Builds New Networks,0.8527402407247932,0.14725975927520724,pos
20140203,Microsoft's Likely CEO Pick: Satya Nadella from India to Insider,0.9663441549019461,0.03365584509805326,pos
20140203,AT&T Cuts Family Plan Pricing as Competition Heats Up,0.7346195825790647,0.2653804174209352,pos
20140203,SNB Expands Holdings of U.S. Equities,0.6249999999999998,0.375,pos
20140203,Tech Firms Criticize Policies on Security Requests,0.41463246765164774,0.5853675323483527,neg
20140203,The Morning Risk Report: Temperature Falling on Climate Change Investments,0.941504256303019,0.05849574369698249,pos
20140203,The Morning Download: How Google Is Developing a 'New Life Form',0.6726049751776665,0.3273950248223341,pos
20140204,Second Circuit Takes a Bite out of Apple,0.471645025437633,0.5283549745623662,neg
20140204,Video: Apple Building New Networks Target Data Breach Longer Time Inc. Layoffs Coming,0.28770925324816704,0.7122907467518358,neg
20140204,Free Advice for New Microsoft SEO Satya Nadella,0.7849213855896594,0.21507861441033965,pos
20140204,As TVs Lose Luster Panasonic Pushes Lower-Key Products,0.2219551566324906,0.7780448433675109,neg
20140204,Microsoft Sets New CEO's Pay at $1.2 Million,0.8187315079032568,0.18126849209674262,pos
20140204,Obama's Internet Plan for Schools Speeds Up,0.5402728706869436,0.45972712931305726,pos
20140204,Morning Links: Buffett Bezos Brin Did Quite Well for Themselves Last Year,0.8411277731029311,0.15887222689707,pos
20140204,Why Melted Cheese Does the Trick,0.1669524212335022,0.8330475787664988,neg
20140204,AT&T Criticizes Russia's Antigay Law on Eve of Olympics,0.8865560423152233,0.11344395768477643,pos
20140204,Morning MoneyBeat: Selloff Puts Focus on Jobs Report,0.6346187799687033,0.36538122003129636,pos
20140204,Fingersoft Finds Simple Is Profitable,0.8458177781636422,0.1541822218363576,pos
20140204,ARM Holdings Flags Strong Demand,0.5865127813811523,0.413487218618848,pos
20140204,Multinationals Face Stepped-Up Scrutiny,0.9454915003695492,0.05450849963045077,pos
20140204,The Morning Download: Google Planning New Kind of Search,0.4897831930396599,0.5102168069603392,neg
20140204,A Wish List From Microsoft's Big Customers,0.8346458931555177,0.16535410684448099,pos
20140204,Apple Gains No Sympathy in Fighting Monitor,0.980176211453744,0.019823788546255515,pos
20140205,Samsung Cisco Sign Cross-License Pact for Tech Patents,0.11659692603139099,0.8834030739686103,neg
20140205,Microsoft Prescription: More Bill Gates,0.5350881467183891,0.46491185328161033,pos
20140205,Morning Links: Global Outlook Darkens,0.9385719625133238,0.0614280374866762,pos
20140205,Tough Task for Microsoft's New CEO: Win Over Wall Street,0.8371367254756679,0.16286327452433158,pos
20140205,Pandora Outlook Disappoints But Listener Hours Rise,0.7822635226095088,0.21773647739049115,pos
20140205,Apple Hit With $2 Billion Patent Infringement Lawsuit,0.804743702539318,0.1952562974606825,pos
20140205,The Morning Download: How Snowden Did It,0.4113188795350382,0.5886811204649625,neg
20140206,Apple Repurchases $14 Billion of Own Shares in 2 Weeks,0.8606209467529602,0.13937905324703936,pos
20140206,Truecaller App Maker Wins Backing From Prominent Venture Capitalist,0.979571855769232,0.020428144230768334,pos
20140206,CIOs Say Analytics Tops Their Agenda,0.5477509963940022,0.4522490036059971,pos
20140206,After Olympic Dream Ends Bragiel Still Makes Waves in Sochi,0.5725840399536464,0.4274159600463536,pos
20140206,BloomThat is Latest Startup to Stop and Sell the Roses,0.8846215055792772,0.11537849442072151,pos
20140207,Can Apple's Buybacks Bring the Stock's Shine Back?,0.7984403943221908,0.20155960567780845,pos
20140207,Stocks Rise to End a Rocky Week,0.7761384511725286,0.22386154882747114,pos
20140207,New Antitheft Push in California for Mobile Devices,0.48716125177197805,0.5128387482280223,neg
20140207,The Morning Ledger: Will Weather Cool Jobs Growth?,0.7553026553401002,0.2446973446598984,pos
20140207,GoPro Goes for IPO Venture Investors Go for Gold,0.8315129567047456,0.16848704329525413,pos
20140207,GoPro Files for IPO Confidentially,0.7834597942059258,0.2165402057940738,pos
20140207,Morning MoneyBeat: Market's Bouncing Right Into the Jobs Report,0.6355677579849762,0.364432242015025,pos
20140207,The Morning Download: Artificial Intelligence Coming to the Workplace,0.327431706728014,0.6725682932719856,neg
20140207,Apple iPhone APIs Ultimately Led to VMware's AirWatch Acquisition,0.8944431251484216,0.10555687485157904,pos
20140209,Old Computers Are Becoming Hot Collectibles,0.5431349471510276,0.45686505284897116,pos
20140209,Apple Gets Backing Against Icahn Proposal,0.7795779708405214,0.22042202915947914,pos
20140210,Icahn Ends Apple Stock Buyback Campaign,0.5150165319141029,0.48498346808589793,pos
20140210,Carl Icahn Drops Apple Buyback Proposal,0.5396693472303341,0.46033065276966645,pos
20140210,Apple Loses Bid to Shake Monitor But Doesn't Walk Away Empty-Handed,0.9028558344704073,0.0971441655295915,pos
20140210,Even When Carl Icahn Loses He Still Wins,0.6685056481639454,0.3314943518360553,pos
20140210,Yahoo to Partner With Yelp on Local Search,0.4368777828677176,0.5631222171322826,neg
20140210,Axel Springer CEO Dopfner Keeps Digital Dreams in Check,0.7857200005988141,0.2142799994011846,pos
20140210,Train Reading: The Hard Part Is Always Selling the Work,0.6926537182332257,0.3073462817667739,pos
20140210,Alibaba Seeks Full Control of AutoNavi for $1.13 Billion,0.6165421143188433,0.38345788568115563,pos
20140210,Morning MoneyBeat: Midterm Election Casts Cloud on Stocks,0.8147067853853239,0.18529321461467493,pos
20140210,Helen of Troy: Another Activist Strikes Buybacks Follow,0.8169665147539715,0.18303348524603016,pos
20140210,Nokia Prepares to Release Android Phone Ahead of Sale to Microsoft,0.9620396737294274,0.037960326270572886,pos
20140210,The Morning Risk Report: Mergers May Take Off But Risks Already Have,0.5201410771790281,0.47985892282097214,pos
20140210,The Morning Ledger: Investors Put Earnings Under the Microscope,0.9155400303301635,0.08445996966983703,pos
20140210,Tech Titans Top S&P 500 for First Time Since Internet Bubble,0.943779003075064,0.056220996924934305,pos
20140210,The Morning Download: Bitcoin Faces Its Moment of Truth,0.6715814383559304,0.32841856164407074,pos
20140210,Video: Monday Feb. 10: Stocks to Watch -- Apple McDonald's Hasbro,0.3369020152055642,0.6630979847944359,neg
20140211,'Flappy Bird' Creator Dong Nguyen Pulled Game Because It Was 'Too Addictive',0.9596017916718959,0.04039820832810472,pos
20140211,TomTom Struggles to Chart New Path,0.7107241213917216,0.289275878608278,pos
20140211,EU Antitrust Chief Vows Crackdown on Unfair Tax Practices in Europe,0.3383697312065291,0.6616302687934704,neg
20140211,The Morning Risk Report: Sorry Can Be Hardest Word,0.39358525468929784,0.6064147453107007,neg
20140211,The Morning Download: CIOs Still Control IT Budgets,0.3222782311449662,0.6777217688550332,neg
20140211,Antitrust Rules Driving Board Changes,0.6156422077483592,0.38435779225164096,pos
20140211,Nestle L'Oreal Loosen Ties,0.5370370370370368,0.46296296296296297,pos
20140211,Morning MoneyBeat: Yellen Faces Grilling on Capitol Hill,0.744096820798272,0.25590317920172967,pos
